Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR63886023620296704,"Conservation Law Foundation, Inc",EIN ID 04-6149986,US,US-Federal,8,8600,7500,609000,14650,55600,193000,56000,2407500,32200,35100,78000,6650,12800
AR64065312735100928,SCOTT RICHARD CAMPBELL,,US,US-Federal,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AR64093968756899840,DESI MAES FOR CONGRESS,EIN ID 84-3174139,US,US-Federal,3,100,100,7000,175,700,2000,500,30000,400,450,750,100,200
AR64130390079569920,SNAGA - Stranka narodnog i građanskog aktivizma,,"EU, HR",EU-Parliament,35,700,600,46750,1175,4400,15000,4500,195000,2600,2850,6750,550,1000
AR64172789996716032,BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,FEC ID C00487827,US,US-Federal,22,8700,7500,646750,14650,56400,200000,56000,2670000,33500,36375,78000,6800,13200
AR6421147906211840,ANDY KIM FOR CONGRESS,FEC ID C00648220,US,US-Federal,149,82500,70800,6021750,138475,529900,1851000,527500,24127500,310100,337275,736500,63550,124400
AR64296897371701248,SUPERMAJORITY PAC,FEC ID C00723098,US,US-Federal,13,26100,22250,1911750,43500,168200,602000,165500,8002500,100200,108375,233250,20200,39400
AR64355652524310528,KINZLER FOR CONGRESS,FEC ID C00721704,US,US-Federal,547,11400,10300,830500,20150,77300,265000,77000,3472500,44500,49500,109500,8950,18000
AR64549991204519936,BEN SIGEL FOR CONGRESS,FEC ID C00734244,US,US-Federal,2,700,600,51250,1200,4700,17000,4500,217500,2800,3000,6750,550,1200
AR64764395971936256,RUMBLEUP LLC,EIN ID 46-4727830,US,US-Federal,20,19900,17600,1476000,34450,132700,466000,131500,6142500,78100,85125,186000,15650,31200
AR64967943062028288,RICK SCOTT FOR FLORIDA,FEC ID C00676965,US,US-Federal,821,1402000,1215800,99869750,2377900,9020400,31326000,9066000,393067500,5230000,5662725,12624750,1077300,2106800
AR65274500647747584,MICHELE OBERHOLTZER FOR MICHIGAN,EIN ID 85-0763910,US,US-Federal,3,300,250,20250,450,1700,6000,1500,82500,1000,1125,2250,200,400
AR65414138624475136,OMA MEDIA AGENCY INC,EIN ID 81-5215715,US,US-Federal,1,300,300,24500,575,2200,8000,2000,105000,1300,1425,3000,250,600
AR65602155112824832,SPOTSTUDIO,,"EU, HR",EU-Parliament,3,100,100,7250,175,600,2000,500,30000,400,375,750,100,200
AR65636446131716096,AFTAB FOR OHIO,FEC ID C00667519,US,US-Federal,28,49900,43350,3615250,84825,322300,1116000,323500,14032500,186700,201900,450750,38500,75600
AR66006637952892928,NEWBY FOR JUSTICE,EIN ID 83-3430048,US,US-Federal,2,26600,22650,1954500,44350,171200,612000,169000,8205000,102200,110400,237750,20700,40000
AR66093842968870912,HARLEY ROUDA FOR CONGRESS,FEC ID C00633982,US,US-Federal,260,156600,133550,11509250,261200,1002000,3520000,994500,46395000,589400,641325,1387500,120250,236200
AR6610126467235840,KOBACH FOR SENATE,EIN ID 84-2308994,US,US-Federal,2,300,300,26500,625,2400,9000,2500,112500,1400,1500,3750,300,600
AR66157408484851712,EDUCATION NOW,EIN ID 84-4365153,US,US-Federal,139,60000,50850,4455500,99450,381700,1343000,378500,17872500,225400,246300,526500,45950,90400
AR6634040845139968,DEMOCRATIC PARTY OF WISCONSIN,FEC ID C00019331,US,US-Federal,49,15600,13650,1158500,26725,103700,372000,102000,4920000,61800,66375,145500,12300,24600
AR66367209047326720,CALIFORNIANS FOR POPULATION STABILIZATION INC,EIN ID 94-2581509,US,US-Federal,4,2500,2250,179000,4400,16800,58000,17000,750000,9700,10800,24000,1950,3800
AR66397308178137088,RICK GREEN FOR CONGRESS,FEC ID C00657098,US,US-Federal,112,32400,27850,2355250,54475,206900,713000,207500,9022500,119700,129600,289500,24800,49000
AR66695688146124800,HOUSE REPUBLICAN ORGANIZATION,EIN ID 54-2088147,US,US-Federal,41,26300,22400,1934750,43800,168900,601000,166500,8062500,100400,108825,234000,20400,39600
AR66742760987688960,New Zealand National Party,,NZ,,42,67500,57550,4960750,112600,434800,1555000,428500,20782500,259300,280275,603750,52450,101800
AR66888996034183168,Bernardo Notarangelo,,"EU, IT",EU-Parliament,34,1700,1450,125000,2800,10800,38000,10500,517500,6400,6975,15000,1300,2600
AR66889545789997056,LESLEE HILL FOR THE 17TH DISTRICT,EIN ID 82-4565604,US,US-Federal,3,200,150,12250,275,1100,4000,1000,52500,600,675,1500,150,200
AR67219742875713536,DENHAM FOR CONGRESS,FEC ID C00473272,US,US-Federal,27,64600,56050,4691500,109575,416100,1443000,418000,18150000,241100,260850,583500,49700,98000
AR67229982077747200,RECALL DUNLEAVY,EIN ID 84-2488029,US,US-Federal,10,1700,1550,125750,3075,11800,41000,11500,525000,6800,7500,16500,1350,2800
AR67258638099546112,GREG FOR MONTANA,EIN ID 47-4714093,US,US-Federal,19,15500,13900,1154500,27175,104600,369000,103500,4800000,61400,66975,147000,12300,24600
AR6727705491931136,"SUCCESS ACADEMY CHARTER SCHOOLS, INC.",EIN ID 20-5298861,US,US-Federal,9,700,650,52000,1300,4900,17000,5000,217500,2800,3150,6750,550,1200
AR67428100329177088,FRED KELLER FOR CONGRESS,FEC ID C00697052,US,US-Federal,82,10100,9000,707500,17550,66700,232000,67000,2925000,38700,42825,95250,7800,15200
AR68046094583463936,JIM MCLEAN FOR HD 94,EIN ID 84-4259284,US,US-Federal,3,1800,1650,136250,3225,12500,45000,12500,577500,7400,7950,17250,1450,3000
AR68295821161922560,CITIZENS FOR AL STIRPE,EIN ID 05-5421452,US,US-Federal,1,1600,1400,119500,2725,10500,38000,10500,502500,6300,6750,15000,1250,2400
AR68327844438081536,FRIENDS FOR FITZ INC.,EIN ID 84-4484009,US,US-Federal,2,100,100,6750,150,600,2000,500,30000,400,375,750,50,200
AR68345642782556160,MATT HAGGMAN FOR CONGRESS,FEC ID C00651851,US,US-Federal,59,5600,4850,387750,9475,35900,125000,36000,1567500,20800,22500,50250,4300,8400
AR68410720127025152,FRIENDS OF BOB SMYTHE JR,EIN ID 84-4595918,US,US-Federal,4,100,50,6250,150,600,2000,500,30000,300,375,750,50,200
AR6845147077672960,MCHENRY FOR CONGRESS,FEC ID C00393629,US,US-Federal,9,22400,20350,1599500,39800,151500,513000,152000,6787500,86700,97275,213750,17200,34400
AR68466589061611520,UNION OF CONCERNED SCIENTISTS. INC,EIN ID 04-2535767,US,US-Federal,300,45600,40500,3248000,79250,301400,1046000,302500,13350000,174900,191925,426000,35600,69400
AR68578395650260992,CTE PAMELA HORNBERGER,EIN ID 81-1898506,US,US-Federal,31,0,50,3000,75,300,1000,500,15000,200,150,0,50,0
AR68662302131355648,Inside Out Consulting LLC,EIN ID 76-0849527,US,US-Federal,29,1200,1000,82250,2000,7600,26000,7500,330000,4400,4725,10500,900,1800
AR6867343468658688,FRIENDS OF JODY LAMACCHIA,EIN ID 83-2904657,US,US-Federal,15,900,750,63250,1425,5500,20000,5500,262500,3300,3525,7500,650,1200
AR68737343799951360,CDU Christlich Demokratische Union,,"AT, BG, CZ, DE, EU, FR, GB, HR, HU, IT, LU, LV, NL, PL, PT, RO, SK",EU-Parliament,33116,322400,288100,22508000,563500,2137800,7421000,2151500,93757500,1237500,1371375,3096000,250600,492000
AR68803589375524864,STU LOUREY FOR SENATE VOLUNTEER COMMITTEE,EIN ID 83-2965036,US,US-Federal,7,1600,1450,116500,2800,10600,37000,10500,457500,6100,6750,15000,1250,2400
AR68940066256322560,Robin Michael Horsley,,"EU, GB",EU-Parliament,32,3300,3000,235250,5825,22200,76000,22500,982500,12800,14250,31500,2500,5000
AR69055927294099456,FRIENDS OF CHRIS SMITH,FEC ID C00096412,US,US-Federal,26,17600,15450,1288000,30250,115000,400000,115500,4995000,66700,72150,159750,13600,26600
AR69125196526649344,CALIFORNIA DEMOCRATIC PARTY,FEC ID C00105668,US,US-Federal,11,89200,78350,6534750,153200,582500,2026000,584500,25297500,338500,365250,810000,68900,134600
AR69196939660361728,PEOPLE FOR PATTY MURRAY,FEC ID C00257642,US,US-Federal,2,1300,1150,90750,2275,8600,30000,8500,375000,5000,5550,12750,1000,2000
AR69224908487393280,UAB Elektroninio verslo sistemos,,"EU, LT",EU-Parliament,2,200,150,12250,275,1100,4000,1000,52500,600,675,1500,150,200
AR69350252812959744,FRIENDS FOR PATRICIA ACKERMAN,FEC ID C00726810,US,US-Federal,7,9100,7750,665250,15150,58500,210000,57500,2782500,34800,37725,81000,7000,13600
AR69471542689398784,JEFF GREENE FOR GOVERNOR,EIN ID 83-0807133,US,US-Federal,218,105100,91100,7259000,178175,675600,2337000,679000,29362500,390500,422775,944250,81350,157000
AR69535108205379584,SPD-Stadtverband Eschweiler,,"DE, EU",EU-Parliament,11,200,150,11750,275,1000,4000,1000,45000,600,675,1500,100,200
AR69817132937904128,MEGAN FOR ARKANSAS,EIN ID 82-4450934,US,US-Federal,5,2400,2100,180000,4075,15700,55000,15500,735000,9300,10050,21750,1900,3600
AR69958214023643136,NIAGARA COUNTY REPUBLICAN COMMITTEE,EIN ID 81-1600062,US,US-Federal,8,1900,1750,136750,3400,12900,44000,13000,570000,7400,8250,18750,1500,3000
AR70365239484350464,WASHINGTON DIGITAL MEDIA,EIN ID 47-1617575,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR70607681798275072,FRIENDS OF CARRIE WOERNER,EIN ID 81-4303222,US,US-Federal,3,5000,4350,368000,8550,32500,114000,32500,1440000,18900,20475,45000,3900,7600
AR70672552984313856,SARAH FOR IOWA,EIN ID 84-2024687,US,US-Federal,6,1200,1100,89750,2125,8200,30000,8000,382500,4900,5250,11250,950,2000
AR70685678404370432,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,,"EU, GR",EU-Parliament,1630,41600,37000,2899000,72400,273900,947000,276500,12037500,158200,175050,392250,32950,63200
AR70688839500300288,MARY MILLER FOR CONGRESS,EIN ID 84-3420687,US,US-Federal,19,1700,1500,119500,2975,11300,38000,11500,510000,6500,7275,15750,1300,2600
AR70718388875296768,WINNING MARK LLC,EIN ID 20-0441511,US,US-Federal,43,32600,28400,2388500,55525,210800,733000,212000,9180000,122200,132375,294000,25000,49600
AR7127996443918336,CARMELITA FOR CONGRESS,FEC ID C00735910,US,US-Federal,8,5000,4450,375000,8725,33700,119000,33500,1545000,19800,21525,47250,4000,8000
AR71331710205165568,JOHN SCHIFINO FOR CIRCUIT COURT JUDGE,EIN ID 85-0989846,US,US-Federal,2,6600,5650,491500,11000,42300,148000,42000,1957500,24900,27225,58500,5100,10000
AR71365107870859264,HARTMAN FOR PA,EIN ID 84-2401210,US,US-Federal,1,100,150,10000,250,1000,3000,1000,45000,600,600,1500,100,200
AR71405721081610240,DEB FISCHER FOR US SENATE INC,EIN ID 45-2584451,US,US-Federal,2,400,400,30000,750,2800,10000,3000,127500,1600,1800,3750,300,600
AR71452106728407040,TAYLOR HUBBARD,,US,US-Federal,3,200,150,11000,275,1000,4000,1000,45000,600,675,1500,100,200
AR71480762750205952,MIAMI-DADE COUNTY - BOARD OF COUNTY COMMISSIONERS,EIN ID 59-6000573,US,US-Federal,100,6700,5850,491750,11450,43900,151000,43500,2002500,25500,28200,61500,5150,10400
AR71613185181876224,The Opportunities Party,,NZ,,110,14500,12350,1065750,24175,93300,334000,92000,4462500,55700,60150,129750,11300,21800
AR71753372914417664,Yes for Compassion,,NZ,,26,7800,6650,575750,13000,50000,176000,49500,2355000,29500,32175,69000,6000,11800
AR71786908019064832,DANE EAGLE FOR CONGRESS,EIN ID 84-3567830,US,US-Federal,5,900,700,63750,1425,5400,19000,5500,247500,3200,3525,7500,650,1200
AR72391845572771840,LEAH FOR SENATE,FEC ID C00655522,US,US-Federal,24,43800,37650,3169000,73650,279800,965000,281000,12195000,161700,175200,391500,33500,66400
AR7243170286927872,"GR, PARL SENATO FRATELLI D'ITALIA",,"EU, IT",EU-Parliament,1,100,50,5250,125,500,2000,500,22500,300,300,750,50,200
AR72549694210834432,RE-ELECT NOREEN KOKORUDA,EIN ID 83-1323643,US,US-Federal,1,0,50,3500,75,300,1000,500,15000,200,225,750,50,0
AR72578006635249664,KIMBERLY YEE FOR ARIZONA TREASURER,EIN ID 82-3812354,US,US-Federal,8,7400,6500,523500,12675,48100,167000,48500,2092500,27800,30150,67500,5800,11200
AR72665211651227648,KENDALL FOR CONGRESS,FEC ID C00713461,US,US-Federal,12,2600,2200,186750,4325,16600,59000,16500,787500,9800,10725,23250,2000,3800
AR72734618322731008,SPÖ LO Wien - Junge Generation,,"AT, DE, EU",EU-Parliament,7,8000,7050,573750,13800,52600,185000,52500,2430000,31100,33750,75000,6300,12400
AR72741146673020928,FRIENDS OF LOU GARGIULO PAC,Registered in New Hampshire 09005102,US,US-Federal,9,300,200,18750,425,1600,6000,1500,75000,1000,1050,2250,200,400
AR72799420789293056,CALIFORNIA SECRETARY OF STATE,EIN ID 90-0603904,US,US-Federal,70,273200,233200,20056250,456100,1762600,6314000,1736000,84277500,1053500,1136250,2450250,212000,413200
AR72801825970978816,CSU Ortsverband Sauerlach,,"DE, EU",EU-Parliament,2,200,200,15250,375,1400,5000,1500,60000,800,900,2250,150,400
AR73057599863390208,Liberal Alliance Djursland,,"DK, EU",EU-Parliament,146,5600,5050,392750,9850,37400,130000,37500,1635000,21600,23925,54000,4450,8600
AR73194832658432000,MIKE THOMPSON FOR KANSAS,EIN ID 84-4101709,US,US-Federal,1,100,50,5750,125,500,2000,500,22500,300,300,750,50,200
AR73283618222374912,KENDON REESE UNDERWOOD,Registered in Arkansas,US,US-Federal,5,2500,2250,179750,4425,16900,58000,17000,772500,9900,10875,24000,1950,4000
AR73365463119167488,MARK KELLY FOR SENATE,FEC ID C00696526,US,US-Federal,383,2618700,2263350,193215250,4426875,17047900,60210000,16858500,800490000,10074700,10964025,23702250,2039800,3987000
AR7336834933719040,COMMITTEE TO ELECT JOHN INHULSEN,Registered in Michigan 519706,US,US-Federal,4,1500,1350,115500,2625,10100,35000,10000,465000,5900,6450,13500,1200,2400
AR73425592661311488,COMMITTEE TO ELECT LEE BLATT,EIN ID 85-1045217,US,US-Federal,6,5500,4650,404000,9125,35200,126000,34500,1680000,21000,22725,48750,4250,8200
AR73742939204878336,MEGAN GREEN FOR ST LOUIS,EIN ID 82-3551589,US,US-Federal,13,6500,5600,483500,10975,42200,149000,42000,1965000,25000,27150,57750,5100,9800
AR74039601185947648,SMER - SD,,"EU, GR, SK",EU-Parliament,157,161100,145150,11447000,283875,1080300,3659000,1084500,48510000,616100,693825,1530750,123500,244200
AR74661787328315392,OUR REVOLUTION PAC,FEC ID C00676684,US,US-Federal,3,300,300,24000,575,2200,8000,2000,97500,1300,1425,3000,250,600
AR74673607078313984,Prime Digital Kamil Michalski Business Consulting,,"EU, PL",EU-Parliament,20,500,400,32250,800,3100,11000,3000,135000,1800,1950,4500,350,800
AR74698414809415680,Make It Legal Aotearoa New Zealand Trust,,NZ,,13,100,50,6250,150,500,2000,500,22500,300,375,750,50,200
AR74770295382081536,NELSON FOR SENATE,Registered in New York A23446,US,US-Federal,48,1100,1000,84250,1925,7400,26000,7500,352500,4400,4800,10500,900,1800
AR74793934882078720,DRAKE BUCKMAN CAMPAIGN,EIN ID 84-2674407,US,US-Federal,24,2400,2050,178250,4050,15600,56000,15500,750000,9300,10050,21750,1900,3600
AR75101042223611904,CLUB FOR GROWTH ACTION,FEC ID C00487470,US,US-Federal,520,124600,108350,8984000,211950,810200,2837000,808000,36540000,473700,514575,1134750,97000,188400
AR75218140211970048,PETE FOR AMERICA EXPLORATORY,EIN ID 83-3156822,US,US-Federal,15,167500,148500,11604000,290425,1102100,3810000,1108000,47137500,637600,706125,1556250,127500,246000
AR75246040319524864,AMERICAN DEFENSE FUND SUPER PAC,FEC ID C00697219,US,US-Federal,3,0,50,3000,75,300,1000,500,15000,200,225,750,50,0
AR75532050781700096,ANDREW LEARNED FOR CONGRESS,FEC ID C00646455,US,US-Federal,3,900,800,64750,1575,6000,21000,6000,262500,3500,3750,8250,700,1400
AR75576787161055232,TRACEY KAGAN,Registered in Florida 74680,US,US-Federal,35,3400,2900,248750,5650,21900,78000,21500,1042500,13100,14100,30750,2650,5200
AR7610613329035264,ELECT MICHELLE UDALL,Registered in Arizona 201600496,US,US-Federal,1,1900,1650,143750,3175,12200,43000,12000,562500,7200,7875,16500,1450,2800
AR7611506682232832,FRIENDS OF FELTES,EIN ID 47-1093993,US,US-Federal,12,6000,5250,449500,10300,39600,139000,39500,1830000,23300,25425,55500,4700,9400
AR76150663511277568,BUCKS COUNTY REPUBLICAN COMMITTEE,EIN ID 23-1014186,US,US-Federal,19,6200,5600,442000,10975,41500,144000,42000,1845000,24300,26550,60000,5050,9800
AR76226942130454528,BRIAN FITZPATRICK FOR CONGRESS,FEC ID C00607416,US,US-Federal,100,221800,191550,16128000,374675,1429900,4992000,1428000,64125000,834300,904725,1991250,170900,335400
AR76295799046144000,SUSANA MENDOZA FOR MAYOR,EIN ID 83-2478018,US,US-Federal,19,49000,43050,3483500,84225,319700,1105000,321500,13717500,185600,204000,448500,37750,71800
AR76950077184147456,CITIZENS FOR KAIL,EIN ID 82-0711272,US,US-Federal,4,100,100,7500,175,700,2000,500,30000,400,450,750,100,200
AR76998249537339392,SF - Socialistisk Folkeparti,,"DK, ES, EU",EU-Parliament,175,33900,30250,2425000,59125,225500,786000,225500,9975000,131100,144375,321750,26650,52000
AR77179119200108544,TONY FOR WISCONSIN,,US,US-Federal,220,45400,39500,3293750,77275,293200,1020000,294500,12787500,169900,184275,410250,34900,69200
AR77391737261129728,BEN LOYOLA FOR CONGRESS,EIN ID 84-3622223,US,US-Federal,3,2500,2300,189000,4500,17400,61000,17000,795000,10200,11100,24750,2000,4000
AR77396822502408192,GLENN GROTHMAN FOR CONGRESS,FEC ID C00561597,US,US-Federal,22,8900,7700,648750,15100,57400,200000,57500,2527500,33400,36150,80250,6850,13400
AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,"CZ, EU, SK",EU-Parliament,305,32500,28000,2395250,54725,211200,751000,208500,10042500,125600,135975,294750,25300,49600
AR77576111617212416,MICHAEL PESKOFF,,US,US-Federal,3,100,50,4500,100,400,1000,500,15000,200,300,750,50,0
AR77628475858485248,RANDY DOWNS FOR WARD 2,EIN ID 85-2039098,US,US-Federal,1,100,50,6500,150,600,2000,500,30000,300,375,750,50,200
AR77652733833773056,"BEN BULLOCK FOR CONGRESS, INC.",EIN ID 83-4656332,US,US-Federal,12,800,700,53250,1325,5000,17000,5000,225000,2900,3225,7500,600,1200
AR77669157788712960,JESSICA HARRINGTON CAMPAIGN,EIN ID 83-1061860,US,US-Federal,11,1400,1200,101250,2300,8900,32000,9000,420000,5300,5775,12000,1050,2000
AR77689292595396608,HIRAL FOR CONGRESS,FEC ID C00649897,US,US-Federal,25,40300,34650,2959750,67725,260000,921000,258000,12045000,153900,166200,362250,31150,61200
AR77897993646243840,KEVIN ROSS FOR WELD,EIN ID 84-2679206,US,US-Federal,3,2600,2250,194250,4450,17200,61000,17000,795000,10100,11025,24000,2050,4000
AR78122156579356672,WEBER FOR CONGRESS,FEC ID C00502229,US,US-Federal,6,1100,900,79000,1800,7000,25000,7000,330000,4100,4500,9750,850,1600
AR78478741944139776,CRAMER FOR SENATE,FEC ID C00504704,US,US-Federal,6,24500,21100,1738500,41250,156400,543000,157500,6832500,90800,98175,219000,18700,36600
AR78573506102558720,"PO BOX 730 HILMAR, CA 95324",EIN ID 83-4493215,US,US-Federal,1,700,600,51750,1175,4500,16000,4500,217500,2700,2925,6000,550,1000
AR78599688223195136,MIKE LEVIN FOR CONGRESS,FEC ID C00634253,US,US-Federal,43,13700,12000,1000000,23425,89100,310000,89500,3862500,51600,55875,123750,10500,20600
AR78725032548761600,HALEY STEVENS FOR CONGRESS,FEC ID C00638650,US,US-Federal,40,92700,79150,6806000,154800,594700,2102000,589500,27780000,351000,380850,825000,71550,139800
AR78785299529859072,SENATE VICTORY PAC,EIN ID 45-3855268,US,US-Federal,26,51500,43800,3792000,85625,330300,1170000,326000,15720000,195900,212775,456750,39700,77600
AR78787361114161152,ALLEN WELLONS,EIN ID 84-3926380,US,US-Federal,1,2300,1950,166500,3775,14600,52000,14500,697500,8700,9375,20250,1750,3400
AR78805022019682304,RED SHARK DIGITAL,EIN ID 46-2971974,US,US-Federal,22,4800,4300,333500,8400,31800,109000,32000,1387500,18200,20325,45000,3850,7200
AR7889202087723008,CLOUD FOR CONGRESS,FEC ID C00655332,US,US-Federal,1,300,250,20000,450,1700,6000,1500,82500,1000,1125,2250,200,400
AR78924937506586624,CARYN SIPERSTEIN,Registered in Florida 74891,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR78982043391754240,"Freiheitliche Partei Österreich (FPÖ), Landesgruppe Wien",,"AT, DE, EU, PL, SK",EU-Parliament,245,63200,54750,4645000,107100,412600,1456000,408000,19395000,243800,265425,576000,49300,96600
AR79101477842321408,ROLANDO GUTIERREZ,Registered in Texas 000062485,US,US-Federal,5,700,650,49500,1225,4700,16000,4500,210000,2700,3000,6750,550,1000
AR79109999057436672,GRAND CENTURY MEDIA INC.,EIN ID 83-1782786,US,US-Federal,83,136300,123350,9720250,241225,917800,3158000,921500,41077500,529500,587700,1318500,106900,213000
AR79129927705690112,MATT BEVIN FOR KY,EIN ID 47-2968295,US,US-Federal,51,21900,19650,1544250,38400,146100,503000,146500,6450000,84100,93375,210750,17050,34000
AR79210054615564288,Agencja Reklamowa PiRmedia Piotr Janowski,,"EU, PL",EU-Parliament,26,800,700,56250,1400,5300,19000,5500,240000,3100,3450,7500,650,1200
AR79353197285605376,GRACE LEE FOR NYC,EIN ID 84-2730814,US,US-Federal,8,2900,2550,219500,5025,19500,69000,19000,892500,11400,12450,27000,2300,4400
AR79433392914956288,MONIQUE FOR NYC,EIN ID 83-2310915,US,US-Federal,4,700,600,46250,1150,4400,15000,4500,195000,2500,2850,6000,500,1000
AR79668207366963200,DEVOLDER-SANTOS FOR CONGRESS,FEC ID C00721365,US,US-Federal,20,3300,2800,241500,5450,21000,75000,21000,1005000,12500,13575,29250,2550,5000
AR79863714278277120,TEXAS MEDIALINK LLC,EIN ID 47-1262479,US,US-Federal,8,3100,2800,220750,5500,21000,71000,21000,945000,12000,13500,30000,2400,4800
AR79946796125650944,CAMPAIGN FUND OF JORDAN RASMUSSON,EIN ID 84-4253605,US,US-Federal,2,200,150,12750,300,1100,4000,1000,52500,700,750,1500,150,200
AR80104576044236800,SECURITY IS STRENGTH PAC,FEC ID C00573733,US,US-Federal,2,17300,14850,1275000,29050,112100,403000,110500,5407500,67700,72375,157500,13550,26400
AR80178586920681472,SPALDING GROUP INC,EIN ID 61-1269925,US,US-Federal,85,98900,85500,7288500,167250,642500,2255000,637000,29902500,377900,413025,894000,76750,150800
